Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Mali,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",541.565,554.563,509.926,535.658,557.359,583.239,621.696,644.011,658.156,745.653,830.268,904.404,888.464,917.362,946.769,969.549,"1,032.06","1,072.23","1,087.34","1,140.45","1,133.26","1,298.40","1,319.19","1,423.08","1,437.72","1,529.45","1,596.67","1,641.41","1,695.35","1,728.74","1,786.89","1,826.65","1,763.84","1,812.97","1,915.36","2,032.67","2,189.01","2,246.76","2,338.21","2,419.84","2,347.99","2,446.65","2,608.76","2,762.01","2,881.73","2,992.12","3,108.11","3,229.61",2017
Malta,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,853.05","6,522.55","6,891.16","7,083.24","7,457.60","7,811.41","8,055.32","8,663.39","9,514.97","10,488.25","11,276.86","12,023.64","13,150.43","13,853.27","14,653.60","15,849.38","16,697.55","17,668.45","18,341.74","19,191.56","19,313.76","19,384.47","20,026.54","21,111.77","21,569.32","22,838.45","23,995.23","25,781.08","27,132.63","26,793.63","28,404.54","29,062.60","30,423.68","32,560.23","34,754.61","37,922.11","40,137.46","44,883.88","47,211.25","49,057.75","43,657.77","50,005.37","56,337.69","59,860.12","63,018.62","66,165.04","69,465.09","72,880.94",2021
Marshall Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,095.32","2,073.04","2,045.29","2,106.74","2,330.68","2,496.04","2,491.26","2,527.73","2,630.42","2,691.38","2,840.59","2,674.99","2,772.75","2,961.14","2,989.72","2,968.10","3,125.80","3,140.00","3,208.66","3,275.20","3,433.93","3,609.86","3,911.44","3,879.65","4,075.99","4,394.73","4,661.87","4,816.36","4,954.54","5,083.92","5,218.29",2020
Mauritania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,861.14","2,878.70","2,915.24","3,073.07","2,958.67","3,225.28","3,378.71","3,205.90","3,238.65","3,308.89","3,159.00","3,112.91","3,113.58","3,298.80","3,448.91","3,756.94","4,729.02","4,630.77","4,578.62","4,493.08","4,548.92","4,715.71","4,754.60","5,098.71","4,662.14","4,585.90","5,158.55","5,636.41","5,911.94","6,205.85","6,088.29","6,354.41","6,924.85","7,352.59","7,940.23","8,398.67","8,842.22","9,236.67",2014
Mauritius,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,995.79","2,279.08","2,521.92","2,606.65","2,800.25","3,062.30","3,402.19","3,812.04","4,185.56","4,509.25","4,978.61","5,317.57","5,717.24","6,077.69","6,374.39","6,728.98","7,161.47","7,603.48","8,070.63","8,291.96","9,084.78","9,512.59","9,750.10","10,461.52","11,134.17","11,581.36","12,419.53","13,424.38","14,366.82","14,898.60","15,700.25","16,653.24","16,963.51","17,866.31","18,484.03","19,225.92","20,700.78","21,415.34","22,732.65","23,839.42","20,523.32","22,278.30","25,372.21","27,698.04","29,473.61","31,045.21","32,671.13","34,392.75",2021
Mexico,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,984.85","6,934.41","7,148.56","7,001.93","7,331.85","7,559.22","7,314.37","7,465.85","7,670.61","8,137.04","8,710.69","9,212.01","9,580.88","9,901.96","10,435.61","9,823.11","10,514.41","11,256.01","11,796.59","12,120.01","12,835.67","12,899.40","12,916.06","13,180.13","13,878.14","14,450.10","15,349.70","15,890.05","16,133.60","15,146.91","15,879.32","16,567.23","17,212.61","17,428.64","18,119.83","18,382.24","19,422.13","19,933.50","20,643.64","20,764.03","19,137.44","20,694.82","22,440.14","23,307.78","24,023.69","24,798.20","25,609.38","26,449.09",2020
Micronesia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,056.20","2,024.45","1,930.00","2,000.59","2,054.90","2,198.36","2,301.10","2,357.71","2,449.54","2,443.08","2,578.62","2,668.85","2,701.78","2,707.23","2,767.10","2,878.74","3,026.98","3,020.77","2,955.40","2,936.13","3,097.17","3,150.87","3,291.06","3,370.94","3,466.37","3,438.37","3,458.94","3,675.09","3,909.85","4,095.47","4,216.65","4,325.09","4,427.52",2018
Moldova,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,396.41","4,458.16","3,142.83","3,166.41","3,043.83","3,156.31","2,989.02","2,932.79","3,069.76","3,337.10","3,663.05","3,993.89","4,413.14","4,907.21","5,314.51","5,635.11","6,200.14","5,871.77","6,370.09","6,882.49","7,329.15","8,345.09","8,789.29","9,221.85","10,527.01","11,361.90","12,330.23","13,238.42","12,508.72","15,114.46","16,482.63","17,779.16","19,550.07","21,367.24","23,278.63","25,367.36",2019
Mongolia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,603.08","3,301.45","3,008.12","2,954.35","3,053.02","3,266.67","3,351.51","3,493.84","3,600.23","3,710.17","3,790.42","4,006.76","4,225.75","4,571.62","5,082.51","5,518.77","6,076.81","6,691.21","7,227.23","6,991.06","7,469.60","8,781.93","10,074.01","10,375.30","10,850.23","10,441.61","10,518.68","11,137.00","12,056.37","12,730.05","12,074.04","12,585.19","13,611.35","14,588.07","15,715.08","16,739.82","17,661.16","18,550.60",2021
Montenegro,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,268.01","8,513.51","8,775.80","9,135.28","9,775.69","10,490.32","11,730.65","12,850.19","14,012.26","13,256.22","13,753.31","14,471.96","13,863.94","14,870.35","15,371.39","16,336.11","18,197.60","19,703.46","21,205.38","22,468.93","19,280.65","22,686.59","26,032.37","27,616.12","29,022.77","30,429.45","31,918.49","33,490.67",2020
Morocco,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,614.53","1,674.75","1,899.67","1,917.56","2,024.93","2,169.50","2,341.55","2,284.26","2,552.76","2,653.95","2,853.39","3,102.80","3,049.87","3,043.96","3,379.04","3,215.41","3,627.58","3,581.81","3,830.82","3,873.18","3,982.04","4,311.42","4,455.45","4,750.94","5,045.98","5,306.32","5,809.22","6,098.82","6,501.52","6,736.10","6,990.11","7,418.13","7,420.53","7,673.53","7,351.55","7,905.33","7,944.17","8,193.23","8,555.79","8,868.21","8,245.46","9,176.94","9,808.32","10,374.67","10,804.12","11,235.28","11,714.54","12,235.44",2021
Mozambique,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",209.442,235.004,227.034,194.888,185.863,191.712,190.415,224.196,251.693,277.521,286.726,307.769,285.272,310.288,324.586,327.166,359.402,396.077,429.401,474.256,477.767,532.254,573.7,606.925,652.98,697.771,767.092,825.49,878.434,914.545,959.042,"1,023.07","1,035.52","1,084.99","1,139.05","1,291.27","1,363.68","1,283.66","1,323.78","1,339.42","1,300.97","1,347.72","1,457.11","1,540.34","1,655.28","1,723.78","1,946.54","2,187.14",2015
Myanmar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,797.651,864.689,980.927,"1,114.83","1,232.23","1,410.65","1,658.85","1,930.99","2,241.85","2,574.17","2,803.79","2,926.04","3,094.99","3,307.76","3,696.75","3,941.25","4,130.26","4,224.24","4,141.47","4,332.72","4,684.39","5,053.19","5,240.84","4,450.07","4,830.08","5,137.07","5,390.84","5,639.57","5,907.36","6,210.72",2015
Namibia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,077.20","4,258.61","4,587.62","4,471.49","4,565.88","4,716.85","4,808.80","4,938.96","4,999.34","5,080.92","5,310.16","5,553.98","5,919.89","6,144.34","6,615.98","7,017.78","7,387.74","7,857.33","8,098.72","8,053.94","8,515.27","8,999.74","9,511.58","9,901.42","10,633.42","10,792.67","10,578.10","10,316.89","10,476.73","10,379.88","9,485.02","9,959.70","10,790.65","11,327.85","11,655.76","11,953.53","12,265.39","12,583.50",2021
Nauru,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,504.27","3,647.14","4,438.14","3,487.74","4,207.14","4,541.99","4,892.81","5,473.58","5,980.83","7,642.48","9,042.84","8,974.54","8,927.41","8,341.68","9,197.28","9,856.47","9,852.94","10,221.43","10,834.37","11,228.68","11,512.89","11,733.43","11,934.33","12,150.85",2016
Nepal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",446.632,517.619,557.287,548.95,609.598,652.481,680.613,693.847,756.555,801.381,848.718,909.235,942.286,974.756,"1,049.20","1,080.86","1,132.41","1,185.99","1,209.30","1,256.67","1,339.19","1,422.31","1,424.08","1,488.09","1,578.29","1,663.15","1,750.25","1,836.61","1,964.95","2,050.51","2,164.66","2,282.88","2,505.39","2,702.23","2,947.32","2,996.22","2,989.68","3,565.20","3,863.86","4,119.59","3,996.66","4,263.53","4,676.57","4,998.39","5,268.94","5,548.36","5,846.58","6,164.18",2018
Netherlands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,708.06","12,644.39","13,181.79","13,886.58","14,779.70","15,587.88","16,313.48","16,926.44","18,202.45","19,643.27","21,105.29","22,178.40","22,863.49","23,530.07","24,590.53","25,664.24","26,925.58","28,440.78","29,936.14","31,671.12","33,528.11","34,811.40","35,170.47","35,727.49","37,263.46","39,104.39","41,633.26","44,306.71","46,003.86","44,383.24","45,274.12","46,703.31","47,341.62","49,314.47","49,337.71","50,418.74","52,440.79","55,509.26","57,839.93","59,674.92","57,612.46","62,685.00","69,714.52","72,363.53","74,842.44","77,235.70","79,717.68","82,280.92",2021
New Zealand,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,177.30","10,288.82","11,151.95","11,464.67","12,566.61","12,995.07","13,375.03","13,915.85","14,353.99","14,827.63","15,205.34","15,112.45","15,401.63","16,402.64","17,452.32","18,416.01","19,213.44","19,763.33","19,877.10","20,955.90","22,209.29","23,133.92","24,201.95","25,236.80","26,744.89","28,132.04","29,492.34","31,034.09","31,305.79","30,815.67","31,386.71","32,374.77","32,733.43","35,470.23","36,994.67","36,984.59","39,265.69","40,936.55","42,582.97","43,840.68","42,588.87","46,590.71","50,851.08","53,242.51","54,968.66","56,722.52","58,610.43","60,624.37",2021
Nicaragua,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,191.54","2,301.36","2,425.28","2,498.74","2,568.93","2,733.78","2,852.62","2,942.88","2,950.83","3,023.17","3,204.09","3,377.82","3,588.90","3,822.52","3,977.54","3,803.71","3,968.84","4,253.62","4,346.66","4,538.84","4,878.75","5,240.35","5,650.55","5,972.55","5,848.62","5,669.18","5,683.84","6,489.53","7,154.43","7,552.94","7,899.05","8,257.54","8,644.46","9,052.29",2020
Niger,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",703.176,743.011,779.045,752.12,626.794,674.153,708.405,704.042,755.032,767.904,762.043,759.37,766.141,760.447,764.41,772.684,760.662,758.452,814.103,794.783,774.505,819.176,841.466,845.06,839.172,894.975,941.428,960.495,"1,015.51","1,003.12","1,060.72","1,066.13","1,156.14","1,125.27","1,138.77","1,145.24","1,148.28","1,163.64","1,229.44","1,276.01","1,288.64","1,310.28","1,443.35","1,545.60","1,711.19","1,818.45","1,894.19","1,974.01",2009
Nigeria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,827.11","1,831.24","1,866.40","1,892.63","1,890.29","1,917.72","1,982.01","2,023.37","2,045.61","2,033.85","2,140.44","2,276.68","2,583.86","2,812.94","3,109.46","3,344.13","3,584.37","3,847.99","4,094.18","4,347.30","4,765.87","4,967.82","5,000.03","5,225.17","5,507.17","5,426.35","5,234.69","5,190.36","5,278.21","5,352.23","5,185.97","5,459.14","5,883.81","6,122.45","6,278.42","6,421.10","6,572.91","6,730.54",2012
North Macedonia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,987.07","5,641.88","5,629.89","5,651.13","5,783.51","5,943.90","6,184.14","6,515.11","6,938.30","6,854.50","7,045.76","7,327.39","7,852.08","8,462.94","9,149.39","9,989.11","10,719.71","10,728.24","11,196.97","11,682.80","11,908.50","12,716.66","13,423.77","13,884.95","15,127.59","15,640.30","16,460.69","17,417.67","16,609.98","17,986.00","19,783.01","21,103.73","22,376.87","23,668.59","25,028.88","26,484.08",2021
Norway,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,799.83","16,399.93","17,388.86","18,733.88","20,527.72","22,281.11","23,564.59","24,428.72","25,091.70","26,269.03","27,669.47","29,320.71","30,878.75","32,317.69","34,488.53","36,494.07","38,828.62","41,391.41","42,692.12","43,841.62","45,989.38","47,803.64","48,948.68","50,086.83","53,167.37","55,878.27","58,478.91","61,205.86","61,820.44","60,439.47","60,773.59","61,827.82","65,100.98","66,742.13","65,647.11","60,189.92","58,735.94","62,782.11","64,590.32","65,829.87","65,804.04","70,796.12","78,127.61","82,496.19","85,599.55","88,050.64","90,331.56","92,711.20",2021
Oman,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,938.45","11,758.68","13,921.15","15,575.20","17,155.67","20,268.49","19,800.02","18,333.88","19,975.92","20,190.90","25,068.98","26,518.13","28,402.81","29,831.55","30,666.56","31,921.87","32,640.37","34,503.84","35,148.89","35,109.75","37,467.44","39,403.55","39,052.78","38,307.04","39,428.90","41,031.45","43,406.87","45,834.66","49,815.43","51,336.90","51,190.72","48,920.74","49,100.48","47,045.25","44,763.84","36,735.47","33,677.97","34,082.45","35,025.18","35,125.19","35,747.42","37,636.13","41,150.00","42,980.86","43,341.36","43,743.11","44,294.30","44,913.42",2021
Pakistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",950.04,"1,072.75","1,189.98","1,283.65","1,345.25","1,468.43","1,551.32","1,638.54","1,759.44","1,868.33","1,970.15","2,094.82","2,211.13","2,252.42","2,341.08","2,449.60","2,594.83","2,620.80","2,678.92","2,765.56","2,855.06","2,916.73","2,994.55","3,119.79","3,376.51","3,722.93","3,986.80","4,244.63","4,362.86","4,314.45","4,386.43","4,545.14","4,577.90","4,679.39","4,838.40","4,998.51","5,048.85","5,158.98","5,481.84","5,641.05","5,544.01","5,986.62","6,662.11","7,001.40","7,302.97","7,628.82","8,003.24","8,398.61",2021
Palau,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,121.49","9,031.35","9,468.87","9,329.85","9,869.52","10,383.35","10,791.09","11,441.81","11,220.79","10,763.00","10,951.14","11,942.37","12,667.33","12,815.07","13,706.87","14,756.11","14,951.86","14,694.54","15,045.44","15,338.26","14,255.86","12,820.58","13,215.43","15,191.48","16,733.46","17,648.23","18,602.06","19,556.61",2020
Panama,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,530.81","4,120.30","4,501.20","4,365.30","4,540.91","4,807.33","4,968.99","4,893.23","4,295.83","4,440.31","4,878.53","5,402.20","5,853.29","6,188.03","6,367.06","6,480.34","6,941.64","7,366.94","7,834.89","8,088.65","8,328.93","8,394.16","8,545.55","8,907.46","9,647.30","10,466.15","11,496.50","12,999.77","14,298.77","14,318.31","15,075.96","16,845.13","18,596.29","20,727.24","22,827.40","25,275.19","27,828.76","30,510.96","31,918.74","32,981.81","27,007.28","32,002.80","36,370.38","38,673.02","40,738.73","42,831.02","45,063.54","47,426.99",2020
Papua New Guinea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,073.96","1,157.78","1,211.66","1,273.72","1,278.57","1,333.37","1,407.53","1,504.30","1,556.20","1,527.77","1,470.66","1,615.79","1,743.44","1,971.92","2,168.23","2,081.36","2,201.01","2,043.65","2,109.32","2,125.15","2,067.85","2,061.17","2,040.21","2,215.10","2,234.12","2,346.34","2,422.96","2,621.61","2,603.59","2,735.58","2,891.52","2,830.28","2,861.77","2,958.75","3,350.40","3,531.73","3,686.17","3,809.45","3,810.10","3,969.25","3,797.43","3,921.20","4,270.99","4,551.69","4,686.98","4,815.78","4,951.12","5,093.34",2019
Paraguay,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,532.89","4,099.00","4,166.67","4,076.02","4,215.83","4,386.16","4,348.26","4,494.67","4,775.30","5,089.74","5,497.76","5,523.77","5,630.59","5,927.60","6,248.65","6,678.64","6,769.81","7,035.12","6,976.77","6,838.85","6,695.31","6,662.32","6,641.85","6,940.46","7,287.52","7,546.38","8,017.87","8,539.55","9,120.46","9,011.02","9,974.11","10,455.24","9,957.43","10,980.33","11,355.14","11,372.59","11,907.06","12,433.77","12,953.67","12,949.33","12,818.78","13,722.29","14,528.42","15,483.03","16,144.45","16,796.18","17,481.99","18,201.38",2020
Peru,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,111.27","3,503.49","3,618.92","3,329.68","3,498.45","3,601.06","4,026.08","4,346.47","3,987.45","3,512.28","3,388.57","3,510.03","3,501.80","3,702.01","4,168.97","4,490.76","4,619.56","4,918.77","4,873.11","4,936.02","5,105.06","5,176.00","5,466.08","5,728.10","6,093.37","6,595.24","7,222.09","7,955.71","8,748.41","8,801.67","9,541.61","10,239.43","10,566.99","11,115.30","11,355.97","11,454.39","12,019.81","12,631.70","13,307.24","13,430.24","11,975.28","14,022.78","15,273.23","16,067.40","16,762.67","17,428.43","18,111.81","18,828.50",2017
Philippines,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,923.01","2,123.39","2,279.15","2,353.47","2,205.19","2,057.78","2,119.38","2,210.19","2,388.54","2,574.82","2,689.65","2,705.44","2,715.08","2,774.86","2,890.81","3,017.07","3,094.49","3,237.71","3,178.22","3,260.34","3,482.14","3,591.68","3,704.98","3,890.80","4,174.12","4,431.87","4,721.69","5,071.93","5,298.46","5,316.30","5,676.85","5,919.23","6,359.81","6,687.84","7,045.23","7,278.23","7,788.95","8,199.05","8,793.07","9,362.55","8,456.83","9,189.76","10,343.63","11,106.13","11,871.35","12,657.73","13,506.57","14,421.32",2021
Poland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,823.83","4,709.82","4,715.15","5,101.66","5,221.26","5,552.70","5,826.41","6,076.88","6,491.66","6,996.41","6,673.87","6,399.48","6,660.99","7,089.93","7,604.93","8,286.82","8,958.37","9,751.04","10,346.51","10,965.00","11,814.43","12,229.19","12,602.94","13,309.53","14,358.29","15,334.59","16,784.33","18,470.46","19,620.35","20,294.59","21,370.11","22,828.03","23,745.32","24,553.09","25,471.41","26,855.68","28,321.38","30,161.55","32,532.20","34,688.97","34,347.95","37,996.97","42,465.86","44,249.39","46,660.71","49,223.05","51,920.29","54,680.42",2021
Portugal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,060.95","6,808.76","7,340.86","7,666.80","7,830.58","8,187.93","8,622.26","9,512.43","10,384.53","11,526.06","12,925.33","13,844.64","14,614.73","14,840.11","15,341.47","15,969.16","16,768.38","17,728.72","18,695.57","19,588.60","20,651.14","21,375.59","21,756.65","21,897.23","22,832.43","23,688.74","24,771.69","26,027.64","26,573.14","25,883.98","26,637.95","26,769.43","26,438.15","27,936.01","28,742.32","29,668.81","31,604.42","33,086.05","34,897.55","36,465.95","33,754.24","36,892.17","42,066.50","43,948.63","46,060.72","48,047.08","50,018.67","52,087.15",2021
Puerto Rico,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,926.13","7,599.76","7,756.65","8,026.31","8,842.46","9,221.03","10,073.98","10,719.71","11,694.65","12,613.88","13,444.41","14,127.39","15,006.51","15,961.90","16,859.79","17,857.76","18,456.31","19,526.55","20,851.48","21,879.94","22,935.17","25,617.33","26,547.02","27,687.39","28,989.62","29,346.91","29,952.59","30,583.06","30,774.71","30,533.32","30,928.78","31,824.12","32,582.63","33,172.65","33,682.72","34,006.72","34,300.20","34,627.22","35,044.47","36,201.44","35,660.27","38,608.20","43,820.10","46,023.15","46,704.05","47,572.04","48,722.55","50,167.03",2020
Qatar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","85,154.28","82,689.72","74,834.52","68,712.72","77,414.38","65,756.54","66,235.51","65,708.25","68,447.58","72,092.90","54,629.37","54,629.04","61,134.24","61,724.34","63,855.33","64,639.68","67,091.41","84,382.26","90,512.36","91,618.67","96,566.99","100,130.39","105,585.06","106,790.86","119,823.42","116,862.39","130,946.26","133,452.96","118,534.34","127,888.98","145,599.02","163,740.32","169,698.50","161,194.26","143,222.08","97,846.48","84,268.88","91,742.86","93,869.11","94,864.49","96,554.44","104,740.20","113,674.65","123,039.32","129,088.04","136,550.09","144,331.05","154,263.01",2020
Romania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,954.64","5,396.63","5,925.43","6,500.61","7,110.43","7,294.83","7,580.30","7,785.59","7,977.96","7,781.80","7,610.83","6,861.46","6,427.28","6,716.91","7,173.89","7,893.98","8,402.62","8,072.99","7,809.68","7,865.93","8,287.50","8,927.07","9,853.05","10,362.29","11,808.15","12,829.64","14,371.65","15,922.51","18,163.75","17,436.51","17,079.34","17,850.60","18,833.96","19,746.06","20,611.97","21,546.57","24,197.40","27,219.98","29,281.84","31,226.02","30,570.70","33,936.31","38,096.84","40,672.73","43,099.54","45,449.77","47,940.27","50,572.57",2021
Russia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,805.22","10,091.29","8,999.02","8,818.32","8,668.37","8,958.22","8,588.12","9,303.21","10,511.65","11,346.42","12,126.99","13,333.08","14,727.81","16,221.78","18,133.16","20,228.99","21,700.48","20,117.85","21,271.95","22,783.52","24,278.84","26,044.84","25,730.58","24,062.48","24,104.12","25,999.32","27,386.15","28,495.03","28,181.24","30,875.82","31,967.03","32,390.60","33,619.26","34,650.00","35,665.52","36,685.65",2021
Rwanda,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",413.199,447.013,446.237,473.77,541.398,563.907,586.707,579.249,580.986,550.586,560.357,537.86,586.036,572.87,366.844,493.957,567.732,633.834,636.359,601.673,649.532,702.31,787.327,800.913,852.78,940.133,"1,034.87","1,119.34","1,228.04","1,285.90","1,354.86","1,463.95","1,495.86","1,559.41","1,719.82","1,815.60","1,910.12","2,005.48","2,175.82","2,368.67","2,263.92","2,555.33","2,835.82","3,064.45","3,273.41","3,506.79","3,709.47","3,926.33",2012
Samoa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,687.63","2,696.19","2,883.62","3,149.52","3,359.93","3,583.09","3,769.16","4,119.50","4,309.54","4,418.90","4,632.62","4,605.07","4,742.71","4,986.70","4,848.48","4,896.65","4,981.74","5,190.48","5,631.07","5,794.28","5,873.38","6,214.03","6,052.98","5,818.97","5,882.45","6,295.27","6,656.04","6,973.22","7,271.54","7,554.50",2020
San Marino,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"62,450.65","65,215.66","68,918.72","74,851.54","75,030.34","67,001.08","63,059.62","58,183.64","54,797.23","53,898.35","55,875.22","56,137.70","58,102.79","59,522.01","61,531.50","63,605.53","59,761.61","65,431.87","72,069.81","74,970.01","77,135.24","79,352.14","81,669.04","84,079.38",2020
